Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Equivalent potential temp [K] of the LCL,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding,Tanggal,Jam,sounding_time_utc,year,month,day,hour,cb_h3,cb_h6,cb_h12
WIII,96749,241014/0000,-6.11,106.65,8,3.78,-2.25,-2.69,160.01,19.9,15.9,23.9,39.8,407.55,598.17,-59.98,-33.8,190.42,190.18,767.09,844.36,32.7,48.0,294.26,930.65,351.14,300.38,17.27,5783.0,47.2,2024-10-14,00,2024-10-14 00:00:00,2024,10,14,0,0,0,0
WIII,96749,241014/1200,-6.11,106.65,8,0.31,-2.46,-3.21,201.6,37.6,19.5,23.3,42.8,1088.22,1280.91,-54.76,-30.86,155.66,154.37,830.01,842.86,162.04,190.73,294.18,904.91,355.26,302.72,17.73,5798.0,53.81,2024-10-14,12,2024-10-14 12:00:00,2024,10,14,12,1,1,1
WIII,96749,241015/0000,-6.11,106.65,8,0.36,-0.6,-1.16,194.4,21.7,19.7,23.5,43.2,226.43,334.38,-108.81,-93.5,444.8,426.68,800.2,808.72,11.17,16.5,293.45,930.64,347.64,299.56,16.42,5775.0,49.66,2024-10-15,00,2024-10-15 00:00:00,2024,10,15,0,0,0,1
WIII,96749,241015/1200,-6.11,106.65,8,1.09,0.26,-0.09,204.98,37.1,18.8,22.7,41.5,71.2,132.29,-117.32,-96.34,453.39,376.45,729.03,764.48,24.59,45.68,292.21,893.43,348.55,301.79,15.83,5804.0,56.83,2024-10-15,12,2024-10-15 12:00:00,2024,10,15,12,0,0,0
WIII,96749,241016/0000,-6.11,106.65,8,0.53,-1.52,-1.96,193.78,20.2,19.8,23.3,43.1,362.43,519.51,-99.65,-65.46,220.84,220.31,766.68,808.09,1246.08,1786.15,293.78,930.28,349.09,299.92,16.8,5778.0,47.41,2024-10-16,00,2024-10-16 00:00:00,2024,10,16,0,0,0,0
WIII,96749,241016/1200,-6.11,106.65,8,-0.73,-2.05,-2.7,213.38,35.6,21.0,22.9,43.9,536.89,726.98,-27.82,-22.73,203.34,202.75,830.6,841.71,235.93,319.46,292.88,888.71,352.24,302.93,16.6,5790.0,52.66,2024-10-16,12,2024-10-16 12:00:00,2024,10,16,12,0,0,0
WIII,96749,241017/0000,-6.11,106.65,8,2.01,7.99,7.86,193.0,20.1,18.9,21.1,40.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,282.97,809.72,328.75,300.58,9.71,5775.0,33.11,2024-10-17,00,2024-10-17 00:00:00,2024,10,17,0,0,0,0
WIII,96749,241017/1200,-6.11,106.65,8,2.87,-2.0,-2.86,178.39,9.8,17.4,22.1,39.5,962.35,1246.76,-43.63,-16.46,168.04,166.57,854.73,879.09,154.71,200.43,294.26,914.54,353.9,301.87,17.59,5786.0,37.38,2024-10-17,12,2024-10-17 12:00:00,2024,10,17,12,0,0,0
WIII,96749,241018/0000,-6.11,106.65,8,8.23,3.39,3.17,111.59,5.5,10.7,22.7,33.4,0.0,0.0,0.0,0.0,,,,,0.0,0.0,289.14,877.51,338.98,300.15,13.22,5787.0,35.19,2024-10-18,00,2024-10-18 00:00:00,2024,10,18,0,0,0,0
WIII,96749,241018/1200,-6.11,106.65,8,2.04,1.78,1.12,210.01,-1.5,18.5,20.5,39.0,7.13,55.06,-84.19,-46.47,702.68,527.67,752.16,799.67,3.67,28.36,290.42,861.45,346.57,303.08,14.7,5793.0,38.81,2024-10-18,12,2024-10-18 12:00:00,2024,10,18,12,0,0,0
WIII,96749,241019/0000,-6.11,106.65,8,6.57,0.52,0.29,104.97,-17.9,13.1,23.1,36.2,0.0,3.87,0.0,-80.37,,475.76,,788.34,0.0,0.49,291.2,901.31,343.09,299.99,14.74,5778.0,38.66,2024-10-19,00,2024-10-19 00:00:00,2024,10,19,0,0,0,0
WIII,96749,241019/1200,-6.11,106.65,8,1.15,-2.48,-3.27,209.0,17.6,19.2,22.1,41.3,1372.94,1648.94,-46.15,-23.11,142.78,142.57,857.28,871.06,299.1,359.23,294.62,915.88,355.33,302.12,17.96,5782.0,42.4,2024-10-19,12,2024-10-19 12:00:00,2024,10,19,12,0,0,0
WIII,96749,241020/0000,-6.11,106.65,8,2.89,4.11,3.74,212.59,27.2,18.0,20.9,38.9,0.0,0.0,0.0,0.0,,,,,0.0,0.0,288.9,879.77,337.73,299.68,13.24,5764.0,41.21,2024-10-20,00,2024-10-20 00:00:00,2024,10,20,0,0,0,0
WIII,96749,241020/1200,-6.11,106.65,8,4.54,0.06,-0.19,131.99,24.5,13.5,26.5,40.0,0.0,3.67,0.0,-132.09,,486.73,,738.38,0.0,0.76,288.24,831.01,343.21,303.91,13.18,5795.0,40.58,2024-10-20,12,2024-10-20 12:00:00,2024,10,20,12,0,0,0
WIII,96749,241021/0000,-6.11,106.65,8,6.11,4.28,4.06,126.39,11.9,13.7,22.7,36.4,0.0,0.0,0.0,0.0,,,,,0.0,0.0,287.62,864.74,335.48,299.83,12.18,5780.0,42.74,2024-10-21,00,2024-10-21 00:00:00,2024,10,21,0,0,0,0
WIII,96749,241021/1200,-6.11,106.65,8,3.27,-1.64,-2.16,153.99,18.9,15.9,24.9,40.8,305.95,410.18,-166.01,-76.63,214.94,214.19,671.55,746.04,69.74,93.5,291.64,874.38,349.36,303.06,15.61,5802.0,45.02,2024-10-21,12,2024-10-21 12:00:00,2024,10,21,12,0,0,0
WIII,96749,241022/1200,-6.11,106.65,8,-0.97,-3.86,-4.67,221.4,17.5,20.7,24.3,45.0,1788.97,2028.67,-25.55,-10.22,146.34,146.32,833.06,887.29,142.61,161.72,294.46,901.82,357.11,303.3,18.14,5794.0,51.17,2024-10-22,12,2024-10-22 12:00:00,2024,10,22,12,0,0,0
WIII,96749,241203/0000,-6.11,106.65,8,1.66,-0.62,-0.75,239.8,36.2,18.1,24.1,42.2,65.67,87.86,-135.2,-108.28,426.52,428.43,705.22,716.17,222.42,297.6,293.69,939.8,347.17,298.98,16.5,5789.0,61.4,2024-12-03,00,2024-12-03 00:00:00,2024,12,3,0,0,0,0
WIII,96749,241203/1200,-6.11,106.65,8,1.65,-1.16,-1.36,257.8,35.3,18.4,22.5,40.9,364.56,431.98,-34.37,-15.03,180.89,177.49,779.85,815.98,89.68,106.27,294.77,939.1,352.04,300.13,17.68,5804.0,64.59,2024-12-03,12,2024-12-03 12:00:00,2024,12,3,12,0,0,0
WIII,96749,241204/0000,-6.11,106.65,8,-0.19,-1.5,-1.68,271.19,35.5,21.1,21.7,42.8,269.1,324.57,-23.6,-17.65,271.88,275.03,868.98,877.64,5719.28,6898.18,294.59,945.53,350.17,299.37,17.37,5793.0,65.39,2024-12-04,00,2024-12-04 00:00:00,2024,12,4,0,0,0,0
WIII,96749,241204/1200,-6.11,106.65,8,-0.45,-0.72,-0.79,264.99,37.7,20.9,22.1,43.0,95.1,120.53,-71.56,-58.07,376.69,367.55,746.39,757.68,169.82,215.23,294.88,956.34,349.66,298.68,17.47,5798.0,66.6,2024-12-04,12,2024-12-04 12:00:00,2024,12,4,12,0,0,0
WIII,96749,241205/0000,-6.11,106.65,8,-1.4,-2.36,-2.68,248.42,36.7,21.4,23.9,45.3,518.15,587.21,-72.38,-39.85,169.56,168.97,689.56,821.74,629.97,713.93,295.34,954.49,352.05,299.31,18.01,5813.0,64.0,2024-12-05,00,2024-12-05 00:00:00,2024,12,5,0,0,0,1
