Station identifier,Station number,Observation time,Station latitude,Station longitude,Station elevation,Showalter index,Lifted index,LIFT computed using virtual temperature,SWEAT index,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Bulk Richardson Number,Bulk Richardson Number using CAPV,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Equivalent potential temp [K] of the LCL,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding,Tanggal,Jam,sounding_time_utc,year,month,day,hour,cb_h3,cb_h6,cb_h12
WIII,96749,220817/1200,-6.11,106.65,8,-0.33,-2.57,-3.01,223.01,12.7,20.1,24.7,44.8,899.93,1083.93,-91.01,-43.56,194.47,194.42,647.83,798.21,114.04,137.36,293.29,903.76,351.45,301.92,16.75,5797.0,44.65,2022-08-17,12,2022-08-17 12:00:00,2022,8,17,12,0,0,0
WIII,96749,220818/0000,-6.11,106.65,8,1.57,0.18,0.01,215.6,14.5,19.3,22.7,42.0,44.71,54.3,-269.85,-76.94,397.15,395.68,491.81,769.09,1.3,1.58,290.81,892.65,342.94,300.42,14.48,5781.0,47.53,2022-08-18,00,2022-08-18 00:00:00,2022,8,18,0,0,0,0
WIII,96749,220818/1200,-6.11,106.65,8,6.17,1.57,1.25,176.41,9.3,13.1,23.1,36.2,3.05,17.92,-127.72,-86.01,712.14,692.63,748.91,768.85,2.53,14.88,289.32,854.34,343.44,302.65,13.8,5795.0,41.05,2022-08-18,12,2022-08-18 12:00:00,2022,8,18,12,0,0,0
WIII,96749,220819/0000,-6.11,106.65,8,1.29,0.39,0.1,227.01,32.3,19.3,23.1,42.4,0.0,0.0,0.0,0.0,,,,,0.0,0.0,291.21,902.65,342.93,299.88,14.7,5789.0,49.6,2022-08-19,00,2022-08-19 00:00:00,2022,8,19,0,0,0,0
WIII,96749,220819/1200,-6.11,106.65,8,4.8,1.01,0.39,189.39,27.5,14.3,23.3,37.6,70.74,146.96,-141.73,-88.47,243.88,243.59,655.83,738.5,73.81,153.34,290.32,856.33,347.02,303.48,14.65,5803.0,45.16,2022-08-19,12,2022-08-19 12:00:00,2022,8,19,12,0,0,0
WIII,96749,220820/0000,-6.11,106.65,8,-0.57,-1.67,-2.48,243.2,33.9,21.3,23.3,44.6,278.28,388.31,-57.91,-43.93,293.52,288.78,771.28,810.78,29.72,41.47,293.16,925.28,347.28,299.76,16.22,5778.0,50.44,2022-08-20,00,2022-08-20 00:00:00,2022,8,20,0,0,0,0
WIII,96749,220820/1200,-6.11,106.65,8,2.21,-0.58,-1.11,195.62,31.1,17.3,24.3,41.6,33.48,94.42,-146.41,-91.16,411.83,294.56,689.0,726.65,11.12,31.37,291.61,884.46,347.55,302.04,15.39,5793.0,44.4,2022-08-20,12,2022-08-20 12:00:00,2022,8,20,12,0,0,0
WIII,96749,220821/0000,-6.11,106.65,8,-1.77,-2.85,-3.21,226.0,37.5,22.3,25.3,47.6,212.8,311.6,-95.46,-77.45,313.01,310.43,723.83,740.95,16.65,24.38,292.73,920.8,346.17,299.73,15.86,5759.0,51.84,2022-08-21,00,2022-08-21 00:00:00,2022,8,21,0,0,0,0
WIII,96749,220821/1200,-6.11,106.65,8,0.12,-3.03,-3.52,216.18,33.7,20.6,23.1,43.7,827.84,984.22,-10.5,-5.82,151.67,151.43,872.2,889.45,1286.55,1529.57,293.66,912.08,351.64,301.49,16.98,5779.0,55.27,2022-08-21,12,2022-08-21 12:00:00,2022,8,21,12,0,0,0
WIII,96749,220822/0000,-6.11,106.65,8,-0.98,-2.15,-2.58,217.59,33.2,21.8,23.9,45.7,303.8,405.8,-52.85,-45.52,272.28,269.96,796.35,817.53,23.14,30.91,293.23,932.09,346.44,299.2,16.17,5768.0,54.48,2022-08-22,00,2022-08-22 00:00:00,2022,8,22,0,0,0,0
WIII,96749,220822/1200,-6.11,106.65,8,-0.25,-2.45,-3.09,226.39,34.6,20.7,22.7,43.4,1086.56,1264.02,-28.81,-18.64,155.11,154.88,852.33,861.72,95.73,111.36,295.07,942.05,352.88,300.15,17.94,5802.0,53.39,2022-08-22,12,2022-08-22 12:00:00,2022,8,22,12,0,0,1
WIII,96749,220823/0000,-6.11,106.65,8,1.39,-0.82,-1.37,225.6,25.6,19.6,22.3,41.9,197.28,303.62,-49.75,-34.54,244.31,242.9,842.87,854.78,16.78,25.82,292.58,917.56,346.08,299.88,15.83,5774.0,48.22,2022-08-23,00,2022-08-23 00:00:00,2022,8,23,0,0,0,0
WIII,96749,220823/1200,-6.11,106.65,8,2.06,1.64,0.81,226.37,27.7,18.3,20.5,38.8,189.28,321.28,-66.5,-57.36,201.56,201.04,812.06,817.91,13.46,22.84,292.77,910.47,348.06,300.74,16.08,5784.0,46.85,2022-08-23,12,2022-08-23 12:00:00,2022,8,23,12,0,0,0
WIII,96749,220824/0000,-6.11,106.65,8,1.72,-2.05,-2.91,212.0,25.7,18.7,23.7,42.4,94.99,248.63,-61.6,-34.57,,,770.26,837.84,,,293.52,928.17,348.34,299.86,16.54,5770.0,36.69,2022-08-24,00,2022-08-24 00:00:00,2022,8,24,0,0,0,0
WIII,96749,220824/1200,-6.11,106.65,8,-0.15,-2.03,-3.02,228.58,21.8,20.6,22.5,43.1,755.71,998.67,-31.56,-17.39,165.25,163.25,847.61,860.76,127.46,168.44,293.85,913.88,352.2,301.53,17.16,5799.0,42.92,2022-08-24,12,2022-08-24 12:00:00,2022,8,24,12,0,0,0
WIII,96749,220825/0000,-6.11,106.65,8,1.09,-0.03,-0.79,196.39,3.9,19.9,22.7,42.6,4.21,48.8,-72.84,-62.96,499.84,484.5,826.5,831.04,0.34,3.98,291.32,904.96,342.98,299.76,14.75,5761.0,37.81,2022-08-25,00,2022-08-25 00:00:00,2022,8,25,0,0,0,0
WIII,96749,220825/1200,-6.11,106.65,8,0.74,-0.02,-0.68,213.78,23.8,19.8,21.9,41.7,51.76,144.97,-73.39,-56.71,,,778.18,811.87,40.67,113.92,291.81,888.64,347.68,301.84,15.5,5802.0,44.55,2022-08-25,12,2022-08-25 12:00:00,2022,8,25,12,0,0,0
WIII,96749,220826/0000,-6.11,106.65,8,3.39,0.63,0.22,189.2,30.0,17.1,23.1,40.2,0.0,0.0,0.0,0.0,,,,,0.0,0.0,290.79,899.18,341.81,299.77,14.35,5773.0,45.04,2022-08-26,00,2022-08-26 00:00:00,2022,8,26,0,0,0,0
WIII,96749,220826/1200,-6.11,106.65,8,-0.08,-0.25,-0.61,236.39,36.5,20.8,21.7,42.5,157.26,262.44,-36.94,-25.62,246.17,245.3,792.65,822.57,23.01,38.39,291.23,873.97,347.73,302.68,15.19,5794.0,53.68,2022-08-26,12,2022-08-26 12:00:00,2022,8,26,12,0,0,0
WIII,96749,220827/0000,-6.11,106.65,8,0.41,-1.32,-1.64,208.6,35.0,20.0,23.9,43.9,133.38,245.91,-107.54,-80.39,287.82,287.1,728.76,748.06,6.51,12.0,292.78,921.01,346.34,299.76,15.91,5775.0,49.88,2022-08-27,00,2022-08-27 00:00:00,2022,8,27,0,0,0,0
WIII,96749,220827/1200,-6.11,106.65,8,-0.37,-3.0,-3.49,206.98,36.8,21.0,23.3,44.3,605.13,777.26,-28.23,-13.02,,,857.54,879.9,30.21,38.8,294.13,924.92,351.57,300.78,17.28,5783.0,51.65,2022-08-27,12,2022-08-27 12:00:00,2022,8,27,12,1,1,1
WIII,96749,220828/0000,-6.11,106.65,8,-0.08,-0.99,-1.81,216.81,35.7,21.0,22.3,43.3,195.47,324.97,-37.22,-31.34,293.81,287.91,832.41,842.61,19.3,32.08,293.3,930.11,347.08,299.45,16.27,5765.0,52.9,2022-08-28,00,2022-08-28 00:00:00,2022,8,28,0,0,0,1
WIII,96749,220828/1200,-6.11,106.65,8,0.24,-2.81,-3.16,209.19,32.3,20.3,22.7,43.0,1102.43,1271.37,-9.94,-6.87,133.87,133.82,891.07,910.4,68.72,79.25,294.81,932.36,353.35,300.79,17.86,5782.0,56.55,2022-08-28,12,2022-08-28 12:00:00,2022,8,28,12,1,1,1
WIII,96749,220829/0000,-6.11,106.65,8,1.71,0.42,-0.01,207.61,28.3,19.3,21.5,40.8,1.92,18.51,-286.13,-53.51,384.95,360.88,418.8,794.92,0.16,1.55,292.57,924.45,344.94,299.24,15.67,5773.0,44.05,2022-08-29,00,2022-08-29 00:00:00,2022,8,29,0,0,0,0
WIII,96749,220829/1200,-6.11,106.65,8,-1.58,-2.49,-3.35,226.41,33.8,22.4,23.1,45.5,364.79,537.57,-37.1,-28.1,234.17,232.09,857.14,861.18,37.0,54.53,293.01,907.61,349.53,301.25,16.37,5772.0,49.29,2022-08-29,12,2022-08-29 12:00:00,2022,8,29,12,0,0,0
WIII,96749,220830/0000,-6.11,106.65,8,0.72,0.34,0.0,204.2,31.4,20.2,22.3,42.5,76.86,130.92,-65.02,-61.32,510.2,465.52,805.82,811.42,7.93,13.5,291.71,911.01,343.58,299.6,15.04,5760.0,49.25,2022-08-30,00,2022-08-30 00:00:00,2022,8,30,0,0,0,0
WIII,96749,220830/1200,-6.11,106.65,8,1.57,-3.09,-3.68,195.21,31.1,18.7,23.5,42.2,1160.91,1348.31,-39.88,-17.97,135.68,135.63,848.68,875.16,476.2,553.06,294.24,919.59,352.98,301.39,17.47,5789.0,50.83,2022-08-30,12,2022-08-30 12:00:00,2022,8,30,12,0,0,1
WIII,96749,220831/0000,-6.11,106.65,8,1.51,-1.45,-1.94,217.38,30.5,19.5,21.3,40.8,1024.15,1164.92,-24.82,-17.22,163.65,163.09,875.47,888.79,60.24,68.52,294.79,948.38,350.58,299.31,17.53,5770.0,55.55,2022-08-31,00,2022-08-31 00:00:00,2022,8,31,0,0,0,0
WIII,96749,220831/1200,-6.11,106.65,8,0.93,-1.39,-1.91,189.0,33.5,18.5,25.5,44.0,96.17,142.02,-205.16,-151.87,274.59,271.57,659.49,671.97,3526.88,5208.56,291.32,880.29,347.04,302.14,15.18,5800.0,51.26,2022-08-31,12,2022-08-31 12:00:00,2022,8,31,12,0,0,0
WIII,96749,220901/0000,-6.11,106.65,8,-0.39,-1.04,-1.36,240.19,36.4,21.3,21.9,43.2,432.2,519.01,-37.1,-29.2,224.45,223.5,850.38,854.66,37.82,45.42,293.5,927.8,348.3,299.87,16.52,5777.0,59.09,2022-09-01,00,2022-09-01 00:00:00,2022,9,1,0,0,0,1
WIII,96749,220902/0000,-6.11,106.65,8,1.59,-1.51,-1.98,213.2,33.2,19.0,22.7,41.7,419.44,545.03,-48.0,-30.45,191.58,191.29,807.89,854.47,45.15,58.66,293.86,932.76,349.05,299.78,16.82,5786.0,54.07,2022-09-02,00,2022-09-02 00:00:00,2022,9,2,0,0,0,1
WIII,96749,220902/1200,-6.11,106.65,8,0.55,-1.74,-2.49,226.02,33.4,19.8,22.7,42.5,622.74,781.33,-32.68,-16.28,187.14,186.87,800.99,847.0,161.14,202.18,293.34,905.5,351.37,301.8,16.79,5785.0,52.6,2022-09-02,12,2022-09-02 12:00:00,2022,9,2,12,1,1,1
WIII,96749,220903/0000,-6.11,106.65,8,5.47,1.17,0.34,164.79,23.5,15.1,21.1,36.2,28.71,104.92,-188.72,-52.96,368.35,364.07,472.02,840.94,2.62,9.57,292.2,914.32,345.05,299.8,15.47,5786.0,38.58,2022-09-03,00,2022-09-03 00:00:00,2022,9,3,0,0,0,0
WIII,96749,220903/1200,-6.11,106.65,8,3.16,1.17,0.39,208.82,19.9,16.5,23.5,40.0,0.0,9.7,-186.1,-135.51,672.92,574.96,673.67,737.38,0.0,0.26,291.82,911.07,344.01,299.7,15.13,5779.0,41.1,2022-09-03,12,2022-09-03 12:00:00,2022,9,3,12,0,0,0
WIII,96749,220904/0000,-6.11,106.65,8,1.22,0.13,-0.55,206.0,35.9,18.7,24.7,43.4,28.01,66.27,-186.22,-157.01,513.55,471.88,736.91,745.41,5.37,12.69,291.43,910.18,342.58,299.39,14.77,5774.0,44.36,2022-09-04,00,2022-09-04 00:00:00,2022,9,4,0,0,0,1
WIII,96749,220904/1200,-6.11,106.65,8,-1.36,-2.86,-3.9,232.01,36.3,21.8,22.5,44.3,1519.55,1721.43,-10.86,-10.26,123.68,123.08,888.23,892.74,129.41,146.6,294.53,917.25,354.67,301.91,17.83,5790.0,56.18,2022-09-04,12,2022-09-04 12:00:00,2022,9,4,12,1,1,1
WIII,96749,220905/0000,-6.11,106.65,8,0.3,-2.06,-2.58,188.58,35.9,20.2,23.9,44.1,523.4,628.33,-94.13,-64.64,213.64,213.1,729.91,767.6,14050.47,16867.29,293.46,929.86,347.81,299.64,16.48,5760.0,53.13,2022-09-05,00,2022-09-05 00:00:00,2022,9,5,0,0,0,0
WIII,96749,220905/1200,-6.11,106.65,8,2.28,-2.39,-2.97,187.59,32.6,17.9,22.7,40.6,1478.04,1659.92,-31.26,-11.1,134.9,134.72,841.92,879.8,141.41,158.81,294.47,920.28,353.88,301.55,17.71,5806.0,53.32,2022-09-05,12,2022-09-05 12:00:00,2022,9,5,12,0,1,1
WIII,96749,220906/0000,-6.11,106.65,8,-0.49,-1.78,-2.34,232.81,36.7,21.5,22.1,43.6,520.65,645.67,-17.18,-16.12,173.73,172.39,873.7,878.92,201.03,249.3,294.69,953.65,349.25,298.73,17.31,5765.0,57.75,2022-09-06,00,2022-09-06 00:00:00,2022,9,6,0,1,1,1
WIII,96749,220906/1200,-6.11,106.65,8,3.26,-1.75,-2.78,185.21,25.3,17.1,21.7,38.8,1181.85,1421.92,-19.23,-8.89,132.01,131.93,863.42,889.73,331.4,398.72,294.36,918.33,353.73,301.64,17.65,5799.0,46.41,2022-09-06,12,2022-09-06 12:00:00,2022,9,6,12,0,0,1
WIII,96749,220907/0000,-6.11,106.65,8,0.98,-1.67,-2.47,200.58,27.5,19.5,23.7,43.2,159.27,311.68,-69.36,-45.83,214.89,213.75,749.9,817.7,8.39,16.41,293.47,933.2,347.29,299.34,16.39,5772.0,43.82,2022-09-07,00,2022-09-07 00:00:00,2022,9,7,0,0,1,1
WIII,96749,220907/1200,-6.11,106.65,8,1.22,-1.87,-2.35,222.01,33.2,19.6,21.5,41.1,877.34,1035.77,-9.4,-5.09,135.48,135.49,888.28,903.18,26.92,31.78,294.28,924.24,352.33,300.99,17.42,5782.0,56.46,2022-09-07,12,2022-09-07 12:00:00,2022,9,7,12,1,1,1
WIII,96749,220908/0000,-6.11,106.65,8,-0.39,-1.53,-1.69,200.79,35.8,21.5,22.9,44.4,209.21,263.96,-42.57,-37.63,352.57,298.04,869.21,871.42,6.05,7.64,293.56,944.44,345.85,298.41,16.3,5752.0,59.85,2022-09-08,00,2022-09-08 00:00:00,2022,9,8,0,0,0,0
WIII,96749,220908/1200,-6.11,106.65,8,2.25,-1.32,-1.52,196.79,31.0,18.5,22.5,41.0,312.89,388.15,-33.95,-18.29,210.42,208.91,843.84,867.69,36.77,45.61,293.86,939.14,347.99,299.19,16.71,5780.0,55.72,2022-09-08,12,2022-09-08 12:00:00,2022,9,8,12,0,1,1
WIII,96749,220909/0000,-6.11,106.65,8,2.19,0.63,0.48,199.38,35.2,18.7,21.7,40.4,66.7,84.7,-87.73,-64.07,399.29,398.92,744.66,762.68,10.9,13.84,292.38,922.86,344.38,299.17,15.48,5761.0,57.01,2022-09-09,00,2022-09-09 00:00:00,2022,9,9,0,0,0,1
WIII,96749,220909/1200,-6.11,106.65,8,0.3,-0.34,-0.36,212.39,37.3,20.9,21.3,42.2,120.43,138.08,-11.21,-8.14,406.74,403.85,870.4,885.86,22.48,25.77,294.29,960.35,346.42,297.73,16.76,5767.0,65.81,2022-09-09,12,2022-09-09 12:00:00,2022,9,9,12,1,1,1
WIII,96749,220910/0000,-6.11,106.65,8,1.1,-0.76,-0.93,214.82,33.4,19.9,22.5,42.4,127.19,163.56,-47.5,-25.57,390.96,388.17,707.21,777.06,7.06,9.08,293.9,956.2,345.41,297.7,16.42,5752.0,58.72,2022-09-10,00,2022-09-10 00:00:00,2022,9,10,0,0,0,1
WIII,96749,220910/1200,-6.11,106.65,8,-0.39,-0.61,-0.71,212.58,36.1,21.5,22.5,44.0,84.26,106.16,-56.07,-51.16,407.43,403.68,808.73,817.26,3.24,4.08,292.86,934.82,344.48,298.57,15.75,5754.0,61.02,2022-09-10,12,2022-09-10 12:00:00,2022,9,10,12,0,0,0
WIII,96749,220911/0000,-6.11,106.65,8,-0.18,-0.2,-0.39,202.6,35.2,20.7,23.9,44.6,24.68,46.5,-175.88,-153.53,400.03,394.28,673.87,681.52,4.1,7.73,291.6,912.32,342.91,299.36,14.89,5777.0,55.54,2022-09-11,00,2022-09-11 00:00:00,2022,9,11,0,0,0,1
WIII,96749,220911/1200,-6.11,106.65,8,1.46,-3.65,-4.24,187.21,35.1,18.9,23.5,42.4,1564.91,1733.35,-15.61,-5.73,123.4,123.38,869.04,900.33,137.6,152.41,294.78,927.52,354.05,301.2,17.91,5782.0,56.72,2022-09-11,12,2022-09-11 12:00:00,2022,9,11,12,1,1,1
WIII,96749,220912/0000,-6.11,106.65,8,0.69,-2.23,-2.72,212.4,31.3,20.3,23.1,43.4,502.54,649.31,-24.11,-18.46,224.75,222.93,854.8,875.2,35.64,46.05,293.94,942.72,347.75,298.96,16.7,5765.0,51.51,2022-09-12,00,2022-09-12 00:00:00,2022,9,12,0,1,1,1
WIII,96749,220912/1200,-6.11,106.65,8,-0.56,-1.52,-2.33,231.58,29.0,21.2,22.7,43.9,126.07,262.32,-36.21,-26.43,,,834.65,841.96,5.15,10.71,292.74,903.59,349.06,301.35,16.18,5773.0,45.42,2022-09-12,12,2022-09-12 12:00:00,2022,9,12,12,0,0,0
WIII,96749,220913/0000,-6.11,106.65,8,0.21,-2.04,-2.68,203.78,30.8,20.8,22.9,43.7,613.16,766.96,-44.42,-31.82,193.71,193.18,852.63,864.97,56.59,70.78,293.48,930.49,347.76,299.6,16.46,5758.0,49.44,2022-09-13,00,2022-09-13 00:00:00,2022,9,13,0,0,0,1
WIII,96749,220913/1200,-6.11,106.65,8,-0.57,-2.55,-3.32,212.18,32.0,21.2,23.9,45.1,642.77,805.48,-50.41,-36.62,194.8,194.47,806.12,823.64,20.75,26.0,292.77,907.26,348.57,301.04,16.13,5763.0,49.08,2022-09-13,12,2022-09-13 12:00:00,2022,9,13,12,0,0,0
WIII,96749,220914/0000,-6.11,106.65,8,7.77,0.24,0.02,91.99,24.1,11.1,24.1,35.2,21.03,43.19,-136.37,-100.59,454.27,454.0,791.99,798.62,2.4,4.93,290.92,905.7,341.3,299.29,14.39,5760.0,46.1,2022-09-14,00,2022-09-14 00:00:00,2022,9,14,0,0,0,0
WIII,96749,220914/1200,-6.11,106.65,8,3.1,-0.71,-0.86,186.98,26.9,15.9,25.9,41.8,96.56,147.06,-242.52,-144.67,312.71,311.71,590.33,646.03,2.34,3.57,290.04,866.6,344.18,302.16,14.22,5789.0,43.03,2022-09-14,12,2022-09-14 12:00:00,2022,9,14,12,0,0,0
WIII,96749,220915/0000,-6.11,106.65,8,3.67,1.09,0.73,167.8,16.3,16.9,22.9,39.8,0.26,2.28,-313.54,-108.15,536.85,528.25,547.79,755.62,0.03,0.3,290.43,897.59,340.68,299.55,14.05,5767.0,41.9,2022-09-15,00,2022-09-15 00:00:00,2022,9,15,0,0,0,0
WIII,96749,220915/1200,-6.11,106.65,8,4.11,-0.3,-0.96,193.39,21.7,15.5,23.5,39.0,228.27,368.06,-94.06,-67.67,182.69,182.62,802.79,811.39,10.28,16.58,291.47,882.17,347.35,302.11,15.37,5793.0,45.08,2022-09-15,12,2022-09-15 12:00:00,2022,9,15,12,0,0,0
WIII,96749,220916/0000,-6.11,106.65,8,0.6,0.8,0.54,217.01,24.6,20.2,23.1,43.3,3.43,17.89,-207.36,-154.83,542.69,532.75,574.46,626.24,0.23,1.22,290.68,902.23,340.9,299.37,14.23,5765.0,47.12,2022-09-16,00,2022-09-16 00:00:00,2022,9,16,0,0,0,1
WIII,96749,220916/1200,-6.11,106.65,8,-0.66,-0.74,-1.06,220.18,37.3,21.2,23.1,44.3,106.02,177.58,-74.17,-61.64,361.7,356.91,798.49,813.49,8.34,13.97,291.24,882.36,346.36,301.86,15.08,5785.0,52.34,2022-09-16,12,2022-09-16 12:00:00,2022,9,16,12,1,1,1
WIII,96749,220917/0000,-6.11,106.65,8,-1.09,-2.15,-2.56,225.81,33.7,21.5,25.3,46.8,232.4,281.7,-178.62,-126.74,391.21,390.39,664.22,686.26,28.54,34.59,292.04,911.48,344.84,299.89,15.34,5767.0,50.4,2022-09-17,00,2022-09-17 00:00:00,2022,9,17,0,0,0,1
WIII,96749,220917/1200,-6.11,106.65,8,4.68,-1.25,-1.91,174.8,28.1,14.7,23.7,38.4,589.27,737.38,-82.51,-46.38,155.26,154.95,781.61,827.1,45.03,56.35,292.21,884.92,349.97,302.61,16.0,5792.0,48.29,2022-09-17,12,2022-09-17 12:00:00,2022,9,17,12,0,0,0
WIII,96749,220918/0000,-6.11,106.65,8,-0.97,-2.45,-3.03,217.79,34.7,21.4,24.7,46.1,453.82,577.44,-71.57,-61.49,208.64,207.63,809.14,820.79,40.48,51.51,293.47,933.38,347.24,299.32,16.38,5766.0,52.44,2022-09-18,00,2022-09-18 00:00:00,2022,9,18,0,0,1,1
WIII,96749,220918/1200,-6.11,106.65,8,-2.53,-5.49,-6.41,233.38,29.4,22.8,24.7,47.5,2309.38,2585.42,-24.39,-8.42,131.65,131.52,866.1,886.11,59.42,66.52,295.55,929.93,357.24,301.76,18.74,5796.0,47.38,2022-09-18,12,2022-09-18 12:00:00,2022,9,18,12,0,0,0
WIII,96749,220919/0000,-6.11,106.65,8,1.03,-0.94,-1.58,218.18,27.3,19.7,21.7,41.4,736.09,944.11,-34.76,-24.43,159.25,159.0,849.03,862.65,72.73,93.28,293.88,929.46,349.7,300.11,16.9,5771.0,45.02,2022-09-19,00,2022-09-19 00:00:00,2022,9,19,0,0,0,1
WIII,96749,220919/1200,-6.11,106.65,8,6.9,0.72,0.39,149.41,17.9,12.7,22.7,35.4,32.8,145.93,-110.39,-63.23,354.77,351.07,727.37,789.01,1.16,5.16,290.7,882.7,344.12,301.26,14.53,5770.0,37.93,2022-09-19,12,2022-09-19 12:00:00,2022,9,19,12,0,0,0
WIII,96749,220920/0000,-6.11,106.65,8,5.18,0.9,0.62,134.98,16.7,14.7,23.7,38.4,0.0,2.83,0.0,-145.14,,469.65,,615.91,0.0,0.74,290.64,902.95,340.65,299.26,14.16,5759.0,38.35,2022-09-20,00,2022-09-20 00:00:00,2022,9,20,0,0,0,0
WIII,96749,220920/1200,-6.11,106.65,8,-0.26,-2.42,-3.06,206.58,22.7,20.9,22.9,43.8,1037.73,1193.86,-22.39,-13.16,145.36,145.33,852.11,864.8,592.76,681.95,293.25,905.19,351.01,301.73,16.67,5784.0,53.15,2022-09-20,12,2022-09-20 12:00:00,2022,9,20,12,0,0,0
WIII,96749,220921/0000,-6.11,106.65,8,0.27,-3.33,-3.76,199.4,29.8,20.6,24.1,44.7,824.75,961.91,-28.95,-19.8,157.33,157.22,853.8,878.01,145.25,169.41,293.99,939.21,348.54,299.32,16.83,5760.0,52.55,2022-09-21,00,2022-09-21 00:00:00,2022,9,21,0,0,0,1
WIII,96749,220921/1200,-6.11,106.65,8,-2.18,-3.08,-3.85,235.59,35.6,22.8,23.3,46.1,1222.06,1370.14,-28.89,-26.12,140.65,140.57,858.28,861.68,1011.12,1133.64,293.23,900.34,351.77,302.18,16.76,5780.0,56.6,2022-09-21,12,2022-09-21 12:00:00,2022,9,21,12,0,0,1
WIII,96749,220922/0000,-6.11,106.65,8,0.32,-1.25,-1.81,210.18,34.1,20.5,22.3,42.8,718.32,841.94,-36.28,-31.41,166.9,165.29,838.0,856.11,52.79,61.87,293.68,932.27,348.33,299.64,16.63,5764.0,54.95,2022-09-22,00,2022-09-22 00:00:00,2022,9,22,0,0,1,1
WIII,96749,220922/1200,-6.11,106.65,8,-1.02,-1.9,-2.25,214.18,37.1,21.1,24.5,45.6,374.95,475.62,-80.37,-69.24,201.91,201.74,805.39,811.03,51.01,64.7,293.57,928.54,348.48,299.87,16.58,5779.0,57.39,2022-09-22,12,2022-09-22 12:00:00,2022,9,22,12,1,1,1
WIII,96749,220923/0000,-6.11,106.65,8,0.32,-1.37,-1.68,208.41,34.8,20.5,22.7,43.2,444.38,544.65,-51.82,-42.21,208.2,207.46,830.21,845.7,36.74,45.03,293.3,927.01,347.57,299.74,16.34,5767.0,56.21,2022-09-23,00,2022-09-23 00:00:00,2022,9,23,0,0,0,1
WIII,96749,220923/1200,-6.11,106.65,8,0.42,-0.81,-1.26,228.8,36.4,20.2,23.1,43.3,127.59,195.11,-78.05,-65.1,443.81,435.88,785.13,798.52,8.67,13.25,293.24,934.79,346.06,298.96,16.12,5771.0,55.1,2022-09-23,12,2022-09-23 12:00:00,2022,9,23,12,1,1,1
WIII,96749,220924/0000,-6.11,106.65,8,-0.22,-0.16,-0.32,206.21,35.6,19.9,25.9,45.8,17.72,41.9,-261.75,-224.37,407.83,400.36,596.89,679.86,1.69,3.99,290.14,883.71,341.79,300.6,14.04,5775.0,49.9,2022-09-24,00,2022-09-24 00:00:00,2022,9,24,0,0,0,0
WIII,96749,220924/1200,-6.11,106.65,8,5.44,-3.17,-4.25,168.21,15.3,13.7,23.7,37.4,2037.06,2308.0,-22.28,-2.01,122.82,122.74,839.93,916.61,54.67,61.94,295.17,925.44,356.24,301.8,18.4,5791.0,45.52,2022-09-24,12,2022-09-24 12:00:00,2022,9,24,12,0,0,0
WIII,96749,220925/0000,-6.11,106.65,8,0.02,-1.81,-2.55,226.19,26.5,20.5,23.9,44.4,382.47,535.01,-77.89,-63.32,243.25,241.82,811.1,832.11,12.63,17.67,292.8,916.96,347.12,300.17,16.02,5771.0,44.21,2022-09-25,00,2022-09-25 00:00:00,2022,9,25,0,0,0,0
WIII,96749,220925/1200,-6.11,106.65,8,-2.43,-3.33,-4.32,234.41,32.3,22.7,24.1,46.8,1052.36,1299.29,-51.47,-35.59,146.77,146.39,825.75,841.37,33.78,41.7,293.44,901.39,352.49,302.28,16.95,5784.0,43.78,2022-09-25,12,2022-09-25 12:00:00,2022,9,25,12,0,0,0
WIII,96749,220926/1200,-6.11,106.65,8,2.05,-1.09,-2.13,223.01,36.3,18.1,21.9,40.0,1051.43,1222.16,-55.87,-42.62,126.66,126.62,837.76,852.27,45.36,52.72,295.57,955.06,353.01,299.5,18.26,5786.0,56.0,2022-09-26,12,2022-09-26 12:00:00,2022,9,26,12,1,1,1
WIII,96749,220927/0000,-6.11,106.65,8,2.59,0.73,0.15,173.61,27.1,17.3,24.3,41.6,0.0,3.96,0.0,-201.4,,412.04,,621.63,0.0,0.99,290.32,889.24,341.57,300.23,14.08,5781.0,36.87,2022-09-27,00,2022-09-27 00:00:00,2022,9,27,0,0,0,0
WIII,96749,220927/1200,-6.11,106.65,8,2.81,0.2,-0.73,216.61,23.8,17.6,21.5,39.1,100.38,232.79,-24.85,-15.16,254.36,252.74,821.43,835.74,4.79,11.12,291.98,886.76,348.71,302.2,15.71,5784.0,41.18,2022-09-27,12,2022-09-27 12:00:00,2022,9,27,12,0,0,0
WIII,96749,220928/0000,-6.11,106.65,8,3.13,0.82,0.29,212.21,27.2,17.4,22.1,39.5,10.24,47.67,-182.26,-74.42,294.91,294.07,565.47,770.8,1.31,6.11,291.42,898.82,344.38,300.45,14.95,5784.0,42.83,2022-09-28,00,2022-09-28 00:00:00,2022,9,28,0,0,0,1
